id,blueprint_id,volume,name
29202,29204,5.0,Modified Augumene Antidote
29203,0,0.1,Minmatar DNA
29226,29227,2.0,Basic Robotics
29248,29249,22100.0,Magnate
29266,29267,17400.0,Apotheosis
29336,29339,89000.0,Scythe Fleet Issue
29337,29338,101000.0,Augoror Navy Issue
29340,29341,107000.0,Osprey Navy Issue
29344,29345,112000.0,Exequror Navy Issue
29613,2766,25000.0,Large Ship Assembly Array
29659,46201,1.0,Unrefined Fluxed Condensates
29660,46200,1.0,Unrefined Dysporite
29661,46199,1.0,Unrefined Neo Mercurite
29662,46198,1.0,Unrefined Prometium
29663,46197,1.0,Unrefined Ferrofluid
29664,46196,1.0,Unrefined Hyperflurite
29984,29985,92000.0,Tengu
29986,29987,118000.0,Legion
29988,29989,115000.0,Proteus
29990,29991,80000.0,Loki
29992,29993,10.0,Optimized Nano-Engines
29994,29995,10.0,Warfare Computation Core
29996,29997,20.0,Emergent Neurovisual Interface
30002,30003,5.0,Fullerene Intercalated Sheets
30008,30009,10.0,Reinforced Metallofullerene Alloys
30013,30014,0.1,Core Scanner Probe I
30018,0,0.01,Fused Nanomechanical Engines
30019,0,0.01,Powdered C-540 Graphite
30021,0,0.01,Modified Fluid Router
30022,0,0.01,Heuristic Selfassemblers
30024,0,0.01,Cartesian Temporal Coordinator
30028,30029,1.0,Combat Scanner Probe I
30248,0,0.01,Emergent Combat Analyzer
30251,0,0.01,Neurovisual Input Matrix
30252,0,0.01,Thermoelectric Catalysts
30254,0,0.01,Electromechanical Hull Sheeting
30258,0,0.01,Resonance Calibration Matrix
30259,0,0.01,Melted Nanoribbons
30268,0,0.01,Jump Drive Control Nexus
30269,0,0.01,Defensive Control Node
30270,0,0.01,Central System Controller
30271,0,0.01,Emergent Combat Intelligence
30303,46158,0.1,Fulleroferrocene
30304,46159,0.5,PPD Fullerene Fibers
30305,46160,0.8,Fullerene Intercalated Graphite
30306,46157,0.75,Methanofullerene
30307,46161,1.0,Lanthanum Metallofullerene
30308,46162,0.65,Scandium Metallofullerene
30309,46163,1.5,Graphene Nanoribbons
30310,46164,0.4,Carbon-86 Epoxy Resin
30311,46165,0.2,C3-FTM Acid
30328,30329,5.0,Civilian Stasis Webifier
30342,30343,5.0,Civilian Thermal Shield Hardener
30370,0,1.0,Fullerite-C50
30371,0,1.0,Fullerite-C60
30372,0,1.0,Fullerite-C70
30373,0,2.0,Fullerite-C72
30374,0,2.0,Fullerite-C84
30375,0,2.0,Fullerite-C28
30376,0,5.0,Fullerite-C32
30377,0,5.0,Fullerite-C320
30378,0,10.0,Fullerite-C540
30386,0,1.0,R.Db.- Hybrid Technology
30389,2772,17000.0,Subsystem Assembly Array
30420,30421,5.0,Civilian EM Shield Hardener
30422,30423,5.0,Civilian Explosive Shield Hardener
30424,30425,5.0,Civilian Kinetic Shield Hardener
30464,30465,5.0,Metallofullerene Plating
30466,30467,10.0,Electromechanical Interface Nexus
30470,30471,5.0,Neurovisual Output Analyzer
30474,30475,5.0,Nanowire Composites
30476,30477,5.0,Fulleroferrocene Power Conduits
30478,30479,10.0,Reconfigured Subspace Calibrator
30655,2747,4000.0,Hybrid Polymer Silo
30656,2795,4000.0,Polymer Reactor Array
30832,30833,5.0,Relic Analyzer II
30834,30835,5.0,Data Analyzer II
30836,30837,5.0,Salvager II
30839,30840,5.0,Civilian Damage Control
30842,30843,5000.0,InterBus Shuttle
30987,30988,5.0,Small Trimark Armor Pump I
30993,30994,40.0,Capital Trimark Armor Pump I
30997,30998,5.0,Small EM Armor Reinforcer I
30999,31000,10.0,Medium EM Armor Reinforcer I
31001,31002,40.0,Capital EM Armor Reinforcer I
31003,31004,5.0,Small EM Armor Reinforcer II
31005,31006,10.0,Medium EM Armor Reinforcer II
31007,31008,40.0,Capital EM Armor Reinforcer II
31009,31010,5.0,Small Explosive Armor Reinforcer I
31011,31012,10.0,Medium Explosive Armor Reinforcer I
31013,31014,40.0,Capital Explosive Armor Reinforcer I
31015,31016,5.0,Small Explosive Armor Reinforcer II
31017,31018,10.0,Medium Explosive Armor Reinforcer II
31019,31020,40.0,Capital Explosive Armor Reinforcer II
31021,31022,5.0,Small Kinetic Armor Reinforcer I
31023,31024,10.0,Medium Kinetic Armor Reinforcer I
31025,31026,40.0,Capital Kinetic Armor Reinforcer I
31027,31028,5.0,Small Kinetic Armor Reinforcer II
31029,31030,10.0,Medium Kinetic Armor Reinforcer II
31031,31032,40.0,Capital Kinetic Armor Reinforcer II
31033,31034,5.0,Small Thermal Armor Reinforcer I
31035,31036,10.0,Medium Thermal Armor Reinforcer I
31037,31038,40.0,Capital Thermal Armor Reinforcer I
31039,31040,5.0,Small Thermal Armor Reinforcer II
31041,31042,10.0,Medium Thermal Armor Reinforcer II
31043,31044,40.0,Capital Thermal Armor Reinforcer II
31045,31046,5.0,Small Auxiliary Nano Pump I
31047,31048,10.0,Medium Auxiliary Nano Pump I
31049,31050,40.0,Capital Auxiliary Nano Pump II
31051,31052,5.0,Small Auxiliary Nano Pump II
31053,31054,10.0,Medium Auxiliary Nano Pump II
31055,31056,10.0,Medium Trimark Armor Pump I
31057,31058,5.0,Small Trimark Armor Pump II
31059,31060,10.0,Medium Trimark Armor Pump II
31061,31062,40.0,Capital Trimark Armor Pump II
31063,31064,5.0,Small Nanobot Accelerator I
31065,31066,10.0,Medium Nanobot Accelerator I
31067,31068,40.0,Capital Nanobot Accelerator I
31069,31070,5.0,Small Nanobot Accelerator II
31071,31072,10.0,Medium Nanobot Accelerator II
31073,31074,10.0,Medium Remote Repair Augmentor I
31075,31076,40.0,Capital Remote Repair Augmentor I
31077,31078,5.0,Small Remote Repair Augmentor II
31079,31080,10.0,Medium Remote Repair Augmentor II
31081,31082,40.0,Capital Remote Repair Augmentor II
31083,31084,5.0,Small Salvage Tackle I
31085,31086,10.0,Medium Salvage Tackle I
31087,31088,40.0,Capital Salvage Tackle I
31089,31090,5.0,Small Salvage Tackle II
31091,31092,10.0,Medium Salvage Tackle II
31093,31094,40.0,Capital Salvage Tackle II
31105,31106,5.0,Small Auxiliary Thrusters I
31107,31108,10.0,Medium Auxiliary Thrusters I
31109,31110,40.0,Capital Auxiliary Thrusters I
31111,31112,5.0,Small Auxiliary Thrusters II
31113,31114,10.0,Medium Auxiliary Thrusters II
31115,31116,40.0,Capital Auxiliary Thrusters II
31117,31118,5.0,Small Cargohold Optimization I
31119,31120,10.0,Medium Cargohold Optimization I
31121,31122,40.0,Capital Cargohold Optimization I
31123,31124,5.0,Small Cargohold Optimization II
31125,31126,10.0,Medium Cargohold Optimization II
31127,31128,40.0,Capital Cargohold Optimization II
31129,31130,5.0,Small Dynamic Fuel Valve I
31131,31132,10.0,Medium Dynamic Fuel Valve I
31133,31134,40.0,Capital Dynamic Fuel Valve I
31135,31136,5.0,Small Dynamic Fuel Valve II
31137,31138,10.0,Medium Dynamic Fuel Valve II
31139,31140,40.0,Capital Dynamic Fuel Valve II
31141,31142,5.0,Small Engine Thermal Shielding I
31143,31144,10.0,Medium Engine Thermal Shielding I
31145,31146,40.0,Capital Engine Thermal Shielding I
31147,31148,5.0,Small Engine Thermal Shielding II
31149,31150,10.0,Medium Engine Thermal Shielding II
31151,31152,40.0,Capital Engine Thermal Shielding II
31153,31154,5.0,Small Low Friction Nozzle Joints I
31155,31156,10.0,Medium Low Friction Nozzle Joints I
31157,31158,40.0,Capital Low Friction Nozzle Joints I
31159,31160,5.0,Small Hyperspatial Velocity Optimizer I
31161,31162,10.0,Medium Hyperspatial Velocity Optimizer I
31163,31164,40.0,Capital Hyperspatial Velocity Optimizer I
31165,31166,5.0,Small Hyperspatial Velocity Optimizer II
31167,31168,10.0,Medium Hyperspatial Velocity Optimizer II
31169,31170,40.0,Capital Hyperspatial Velocity Optimizer II
31171,31172,5.0,Small Low Friction Nozzle Joints II
31173,31174,10.0,Medium Low Friction Nozzle Joints II
31175,31176,40.0,Capital Low Friction Nozzle Joints II
31177,31178,5.0,Small Polycarbon Engine Housing I
31179,31180,10.0,Medium Polycarbon Engine Housing I
31181,31182,40.0,Capital Polycarbon Engine Housing I
31183,31184,5.0,Small Polycarbon Engine Housing II
31185,31186,10.0,Medium Polycarbon Engine Housing II
31187,31188,40.0,Capital Polycarbon Engine Housing II
31189,31190,5.0,Small Warp Core Optimizer I
31191,31192,10.0,Medium Warp Core Optimizer I
31193,31194,40.0,Capital Warp Core Optimizer I
31195,31196,5.0,Small Warp Core Optimizer II
31197,31198,10.0,Medium Warp Core Optimizer II
31199,31200,40.0,Capital Warp Core Optimizer II
31201,31202,5.0,Small Emission Scope Sharpener I
31203,31204,10.0,Medium Emission Scope Sharpener I
31205,31206,40.0,Capital Emission Scope Sharpener I
31207,31208,5.0,Small Emission Scope Sharpener II
31209,31210,10.0,Medium Emission Scope Sharpener II
31211,31212,40.0,Capital Emission Scope Sharpener II
31213,31214,5.0,Small Gravity Capacitor Upgrade I
31215,31216,10.0,Medium Gravity Capacitor Upgrade I
31217,31218,40.0,Capital Gravity Capacitor Upgrade I
31220,31221,5.0,Small Gravity Capacitor Upgrade II
31222,31223,10.0,Medium Gravity Capacitor Upgrade II
31224,31225,40.0,Capital Gravity Capacitor Upgrade II
31226,31227,5.0,Small Liquid Cooled Electronics I
31228,31229,10.0,Medium Liquid Cooled Electronics I
31230,31231,40.0,Capital Liquid Cooled Electronics I
31232,31233,5.0,Small Liquid Cooled Electronics II
31234,31235,10.0,Medium Liquid Cooled Electronics II
31236,31237,40.0,Capital Liquid Cooled Electronics II
31238,31239,5.0,Small Memetic Algorithm Bank I
31240,31241,10.0,Medium Memetic Algorithm Bank I
31242,31243,40.0,Capital Memetic Algorithm Bank I
31244,31245,5.0,Small Memetic Algorithm Bank II
31246,31247,10.0,Medium Memetic Algorithm Bank II
31248,31249,40.0,Capital Memetic Algorithm Bank II
31250,31251,5.0,Small Signal Disruption Amplifier I
31252,31253,10.0,Medium Signal Disruption Amplifier I
31254,31255,40.0,Capital Signal Disruption Amplifier I
31256,31257,5.0,Small Signal Disruption Amplifier II
31258,31259,10.0,Medium Signal Disruption Amplifier II
31260,31261,40.0,Capital Signal Disruption Amplifier II
31262,31263,5.0,Small Inverted Signal Field Projector I
31264,31265,10.0,Medium Inverted Signal Field Projector I
31266,31267,40.0,Capital Inverted Signal Field Projector I
31268,31269,5.0,Small Inverted Signal Field Projector II
31270,31271,10.0,Medium Inverted Signal Field Projector II
31272,31273,40.0,Capital Inverted Signal Field Projector II
31274,31275,5.0,Small Ionic Field Projector I
31276,31277,10.0,Medium Ionic Field Projector I
31278,31279,40.0,Capital Ionic Field Projector I
31280,31281,5.0,Small Ionic Field Projector II
31282,31283,10.0,Medium Ionic Field Projector II
31284,31285,40.0,Capital Ionic Field Projector II
31286,31287,5.0,Small Particle Dispersion Augmentor I
31288,31289,10.0,Medium Particle Dispersion Augmentor I
31290,31291,40.0,Capital Particle Dispersion Augmentor I
31292,31293,5.0,Small Particle Dispersion Augmentor II
31294,31295,10.0,Medium Particle Dispersion Augmentor II
31296,31297,40.0,Capital Particle Dispersion Augmentor II
31298,31299,5.0,Small Particle Dispersion Projector I
31300,31301,10.0,Medium Particle Dispersion Projector I
31302,31303,40.0,Capital Particle Dispersion Projector I
31304,31305,5.0,Small Particle Dispersion Projector II
31306,31307,10.0,Medium Particle Dispersion Projector II
31308,31309,40.0,Capital Particle Dispersion Projector II
31310,31311,5.0,Small Signal Focusing Kit I
31312,31313,10.0,Medium Signal Focusing Kit I
31314,31315,40.0,Capital Signal Focusing Kit I
31316,31317,5.0,Small Signal Focusing Kit II
31318,31319,10.0,Medium Signal Focusing Kit II
31320,31321,40.0,Capital Signal Focusing Kit II
31322,31323,5.0,Small Targeting System Subcontroller I
31324,31325,10.0,Medium Targeting System Subcontroller I
31326,31327,40.0,Capital Targeting System Subcontroller I
31328,31329,5.0,Small Targeting System Subcontroller II
31330,31331,10.0,Medium Targeting System Subcontroller II
31332,31333,40.0,Capital Targeting System Subcontroller II
31334,31335,5.0,Small Targeting Systems Stabilizer I
31336,31337,10.0,Medium Targeting Systems Stabilizer I
31338,31339,40.0,Capital Targeting Systems Stabilizer I
31340,31341,5.0,Small Targeting Systems Stabilizer II
31342,31343,10.0,Medium Targeting Systems Stabilizer II
31344,31345,40.0,Capital Targeting Systems Stabilizer II
31346,31347,5.0,Small Tracking Diagnostic Subroutines I
31348,31349,10.0,Medium Tracking Diagnostic Subroutines I
31350,31351,40.0,Capital Tracking Diagnostic Subroutines I
31352,31353,5.0,Small Tracking Diagnostic Subroutines II
31354,31355,10.0,Medium Tracking Diagnostic Subroutines II
31356,31357,40.0,Capital Tracking Diagnostic Subroutines II
31358,31359,5.0,Small Ancillary Current Router I
31360,31361,10.0,Medium Ancillary Current Router I
31362,31363,40.0,Capital Ancillary Current Router I
31364,31365,5.0,Small Ancillary Current Router II
31366,31367,10.0,Medium Ancillary Current Router II
31368,31369,40.0,Capital Ancillary Current Router II
31370,31371,5.0,Small Capacitor Control Circuit I
31372,31373,10.0,Medium Capacitor Control Circuit I
31374,31375,40.0,Capital Capacitor Control Circuit I
31376,31377,5.0,Small Capacitor Control Circuit II
31378,31379,10.0,Medium Capacitor Control Circuit II
31380,31381,40.0,Capital Capacitor Control Circuit II
31382,31383,5.0,Small Egress Port Maximizer I
31384,31385,10.0,Medium Egress Port Maximizer I
31386,31387,40.0,Capital Egress Port Maximizer I
31388,31389,5.0,Small Egress Port Maximizer II
31390,31391,10.0,Medium Egress Port Maximizer II
31392,31393,40.0,Capital Egress Port Maximizer II
31394,31395,5.0,Small Powergrid Subroutine Maximizer I
31396,31397,10.0,Medium Powergrid Subroutine Maximizer I
31398,31399,40.0,Capital Powergrid Subroutine Maximizer I
31400,31401,5.0,Small Powergrid Subroutine Maximizer II
31402,31403,10.0,Medium Powergrid Subroutine Maximizer II
31404,31405,40.0,Capital Powergrid Subroutine Maximizer II
31406,31407,5.0,Small Semiconductor Memory Cell I
31408,31409,10.0,Medium Semiconductor Memory Cell I
31410,31411,40.0,Capital Semiconductor Memory Cell I
31412,31413,5.0,Small Semiconductor Memory Cell II
31414,31415,10.0,Medium Semiconductor Memory Cell II
31416,31417,40.0,Capital Semiconductor Memory Cell II
31418,31419,5.0,Small Algid Energy Administrations Unit I
31420,31421,10.0,Medium Algid Energy Administrations Unit I
31422,31423,40.0,Capital Algid Energy Administrations Unit I
31424,31425,5.0,Small Algid Energy Administrations Unit II
31426,31427,10.0,Medium Algid Energy Administrations Unit II
31428,31429,40.0,Capital Algid Energy Administrations Unit II
31430,31431,5.0,Small Energy Ambit Extension I
31432,31433,10.0,Medium Energy Ambit Extension I
31434,31435,40.0,Capital Energy Ambit Extension I
31436,31437,5.0,Small Energy Ambit Extension II
31438,31439,10.0,Medium Energy Ambit Extension II
31440,31441,40.0,Capital Energy Ambit Extension II
31442,31443,5.0,Small Energy Burst Aerator I
31444,31445,10.0,Medium Energy Burst Aerator I
31446,31447,40.0,Capital Energy Burst Aerator I
31448,31449,5.0,Small Energy Burst Aerator II
31450,31451,10.0,Medium Energy Burst Aerator II
31452,31453,40.0,Capital Energy Burst Aerator II
31454,31455,5.0,Small Energy Collision Accelerator I
31456,31457,10.0,Medium Energy Collision Accelerator I
31458,31459,40.0,Capital Energy Collision Accelerator I
31460,31461,5.0,Small Energy Collision Accelerator II
31462,31463,10.0,Medium Energy Collision Accelerator II
31464,31465,40.0,Capital Energy Collision Accelerator II
31466,31467,5.0,Small Energy Discharge Elutriation I
31468,31469,10.0,Medium Energy Discharge Elutriation I
31470,31471,40.0,Capital Energy Discharge Elutriation I
31472,31473,5.0,Small Energy Discharge Elutriation II
31474,31475,10.0,Medium Energy Discharge Elutriation II
31476,31477,40.0,Capital Energy Discharge Elutriation II
31478,31479,5.0,Small Energy Locus Coordinator I
31480,31481,10.0,Medium Energy Locus Coordinator I
31482,31483,40.0,Capital Energy Locus Coordinator I
31484,31485,5.0,Small Energy Locus Coordinator II
31486,31487,10.0,Medium Energy Locus Coordinator II
31488,31489,40.0,Capital Energy Locus Coordinator II
31490,31491,5.0,Small Energy Metastasis Adjuster I
31492,31493,10.0,Medium Energy Metastasis Adjuster I
31494,31495,40.0,Capital Energy Metastasis Adjuster I
31496,31497,5.0,Small Energy Metastasis Adjuster II
31498,31499,10.0,Medium Energy Metastasis Adjuster II
31500,31501,40.0,Capital Energy Metastasis Adjuster II
31502,31503,5.0,Small Algid Hybrid Administrations Unit I
31504,31505,10.0,Medium Algid Hybrid Administrations Unit I
31506,31507,40.0,Capital Algid Hybrid Administrations Unit I
31508,31509,5.0,Small Algid Hybrid Administrations Unit II
31510,31511,10.0,Medium Algid Hybrid Administrations Unit II
31512,31513,40.0,Capital Algid Hybrid Administrations Unit II
31514,31515,5.0,Small Hybrid Ambit Extension I
31516,31517,10.0,Medium Hybrid Ambit Extension I
31518,31519,40.0,Capital Hybrid Ambit Extension I
31520,31521,5.0,Small Hybrid Ambit Extension II
31522,31523,10.0,Medium Hybrid Ambit Extension II
31524,31525,40.0,Capital Hybrid Ambit Extension II
31526,31527,5.0,Small Hybrid Burst Aerator I
31528,31529,10.0,Medium Hybrid Burst Aerator I
31530,31531,40.0,Capital Hybrid Burst Aerator I
31532,31533,5.0,Small Hybrid Burst Aerator II
31534,31535,10.0,Medium Hybrid Burst Aerator II
31536,31537,40.0,Capital Hybrid Burst Aerator II
31538,31539,5.0,Small Hybrid Collision Accelerator I
31540,31541,10.0,Medium Hybrid Collision Accelerator I
31542,31543,40.0,Capital Hybrid Collision Accelerator I
31544,31545,5.0,Small Hybrid Collision Accelerator II
31546,31547,10.0,Medium Hybrid Collision Accelerator II
31548,31549,40.0,Capital Hybrid Collision Accelerator II
31550,31551,5.0,Small Hybrid Discharge Elutriation I
31552,31553,10.0,Medium Hybrid Discharge Elutriation I
31554,31555,40.0,Capital Hybrid Discharge Elutriation I
31556,31557,5.0,Small Hybrid Discharge Elutriation II
31558,31559,10.0,Medium Hybrid Discharge Elutriation II
31560,31561,40.0,Capital Hybrid Discharge Elutriation II
31562,31563,5.0,Small Hybrid Locus Coordinator I
31564,31565,10.0,Medium Hybrid Locus Coordinator I
31566,31567,40.0,Capital Hybrid Locus Coordinator I
31568,31569,5.0,Small Hybrid Locus Coordinator II
31570,31571,10.0,Medium Hybrid Locus Coordinator II
31572,31573,40.0,Capital Hybrid Locus Coordinator II
31574,31575,5.0,Small Hybrid Metastasis Adjuster I
31576,31577,10.0,Medium Hybrid Metastasis Adjuster I
31578,31579,40.0,Capital Hybrid Metastasis Adjuster I
31580,31581,5.0,Small Hybrid Metastasis Adjuster II
31582,31583,10.0,Medium Hybrid Metastasis Adjuster II
31584,31585,40.0,Capital Hybrid Metastasis Adjuster II
31586,31587,5.0,Small Bay Loading Accelerator I
31588,31589,10.0,Medium Bay Loading Accelerator I
31590,31591,40.0,Capital Bay Loading Accelerator I
31592,31593,5.0,Small Bay Loading Accelerator II
31594,31595,10.0,Medium Bay Loading Accelerator II
31596,31597,40.0,Capital Bay Loading Accelerator II
31598,31599,5.0,Small Hydraulic Bay Thrusters I
31600,31601,10.0,Medium Hydraulic Bay Thrusters I
31602,31603,40.0,Capital Hydraulic Bay Thrusters I
31604,31605,5.0,Small Hydraulic Bay Thrusters II
31606,31607,10.0,Medium Hydraulic Bay Thrusters II
31608,31609,5.0,Small Rocket Fuel Cache Partition I
31610,31611,10.0,Medium Rocket Fuel Cache Partition I
31612,31613,40.0,Capital Rocket Fuel Cache Partition I
31614,31615,5.0,Small Rocket Fuel Cache Partition II
31616,31617,10.0,Medium Rocket Fuel Cache Partition II
31618,31619,40.0,Capital Rocket Fuel Cache Partition II
31620,31621,5.0,Small Warhead Calefaction Catalyst I
31622,31623,10.0,Medium Warhead Calefaction Catalyst I
31624,31625,40.0,Capital Warhead Calefaction Catalyst I
31626,31627,5.0,Small Warhead Calefaction Catalyst II
31628,31629,10.0,Medium Warhead Calefaction Catalyst II
31630,31631,40.0,Capital Warhead Calefaction Catalyst II
31632,31633,5.0,Small Warhead Flare Catalyst I
31634,31635,10.0,Medium Warhead Flare Catalyst I
31636,31637,40.0,Capital Warhead Flare Catalyst I
31638,31639,5.0,Small Warhead Flare Catalyst II
31640,31641,10.0,Medium Warhead Flare Catalyst II
31642,31643,40.0,Capital Warhead Flare Catalyst II
31644,31645,5.0,Small Warhead Rigor Catalyst I
31646,31647,10.0,Medium Warhead Rigor Catalyst I
31648,31649,40.0,Capital Warhead Rigor Catalyst I
31650,31651,5.0,Small Warhead Rigor Catalyst II
31652,31653,10.0,Medium Warhead Rigor Catalyst II
31654,31655,40.0,Capital Warhead Rigor Catalyst II
31656,31657,5.0,Small Projectile Ambit Extension I
31658,31659,10.0,Medium Projectile Ambit Extension I
31660,31661,40.0,Capital Projectile Ambit Extension I
31662,31663,5.0,Small Projectile Ambit Extension II
31664,31665,10.0,Medium Projectile Ambit Extension II
31666,31667,40.0,Capital Projectile Ambit Extension II
31668,31669,5.0,Small Projectile Burst Aerator I
31670,31671,10.0,Medium Projectile Burst Aerator I
31672,31673,40.0,Capital Projectile Burst Aerator I
31674,31675,5.0,Small Projectile Burst Aerator II
31676,31677,10.0,Medium Projectile Burst Aerator II
31678,31679,40.0,Capital Projectile Burst Aerator II
31680,31681,5.0,Small Projectile Collision Accelerator I
31682,31683,10.0,Medium Projectile Collision Accelerator I
31684,31685,40.0,Capital Projectile Collision Accelerator I
31686,31687,5.0,Small Projectile Collision Accelerator II
31688,31689,10.0,Medium Projectile Collision Accelerator II
31690,31691,40.0,Capital Projectile Collision Accelerator II
31692,31693,5.0,Small Projectile Locus Coordinator I
31694,31695,10.0,Medium Projectile Locus Coordinator I
31696,31697,40.0,Capital Projectile Locus Coordinator I
31698,31699,5.0,Small Projectile Locus Coordinator II
31700,31701,10.0,Medium Projectile Locus Coordinator II
31702,31703,40.0,Capital Projectile Locus Coordinator II
31704,31705,5.0,Small Projectile Metastasis Adjuster I
31706,31707,10.0,Medium Projectile Metastasis Adjuster I
31708,31709,40.0,Capital Projectile Metastasis Adjuster I
31710,31711,5.0,Small Projectile Metastasis Adjuster II
31712,31713,10.0,Medium Projectile Metastasis Adjuster II
31714,31715,40.0,Capital Projectile Metastasis Adjuster II
31716,31717,5.0,Small EM Shield Reinforcer I
31718,31719,10.0,Medium EM Shield Reinforcer I
31720,31721,40.0,Capital EM Shield Reinforcer I
31722,31723,5.0,Small EM Shield Reinforcer II
31724,31725,10.0,Medium EM Shield Reinforcer II
31726,31727,40.0,Capital EM Shield Reinforcer II
31728,31729,5.0,Small Explosive Shield Reinforcer I
31730,31731,10.0,Medium Explosive Shield Reinforcer I
31732,31733,40.0,Capital Explosive Shield Reinforcer I
31734,31735,5.0,Small Explosive Shield Reinforcer II
31736,31737,10.0,Medium Explosive Shield Reinforcer II
31738,31739,40.0,Capital Explosive Shield Reinforcer II
31740,31741,5.0,Small Kinetic Shield Reinforcer I
31742,31743,10.0,Medium Kinetic Shield Reinforcer I
31744,31745,40.0,Capital Kinetic Shield Reinforcer I
31746,31747,5.0,Small Kinetic Shield Reinforcer II
31748,31749,10.0,Medium Kinetic Shield Reinforcer II
31750,31751,40.0,Capital Kinetic Shield Reinforcer II
31752,31753,5.0,Small Thermal Shield Reinforcer I
31754,31755,10.0,Medium Thermal Shield Reinforcer I
31756,31757,40.0,Capital Thermal Shield Reinforcer I
31758,31759,5.0,Small Thermal Shield Reinforcer II
31760,31761,10.0,Medium Thermal Shield Reinforcer II
31762,31763,40.0,Capital Thermal Shield Reinforcer II
31764,31765,5.0,Small Core Defense Capacitor Safeguard I
31766,31767,10.0,Medium Core Defense Capacitor Safeguard I
31768,31769,40.0,Capital Core Defense Capacitor Safeguard I
31770,31771,5.0,Small Core Defense Capacitor Safeguard II
31772,31773,10.0,Medium Core Defense Capacitor Safeguard II
31774,31775,40.0,Capital Core Defense Capacitor Safeguard II
31776,31777,5.0,Small Core Defense Charge Economizer I
31778,31779,10.0,Medium Core Defense Charge Economizer I
31780,31781,40.0,Capital Core Defense Charge Economizer I
31782,31783,5.0,Small Core Defense Charge Economizer II
31784,31785,10.0,Medium Core Defense Charge Economizer II
31786,31787,40.0,Capital Core Defense Charge Economizer II
31788,31789,5.0,Small Core Defense Field Extender I
31790,31791,10.0,Medium Core Defense Field Extender I
31792,31793,40.0,Capital Core Defense Field Extender I
31794,31795,5.0,Small Core Defense Field Extender II
31796,31797,10.0,Medium Core Defense Field Extender II
31798,31799,40.0,Capital Core Defense Field Extender II
31800,31801,5.0,Small Core Defense Field Purger I
31802,31803,10.0,Medium Core Defense Field Purger I
31804,31805,40.0,Capital Core Defense Field Purger I
31810,31811,5.0,Small Core Defense Field Purger II
31812,31813,10.0,Medium Core Defense Field Purger II
31814,31815,40.0,Capital Core Defense Field Purger II
31816,31817,5.0,Small Core Defense Operational Solidifier I
31818,31819,10.0,Medium Core Defense Operational Solidifier I
31820,31821,40.0,Capital Core Defense Operational Solidifier I
31822,31823,5.0,Small Core Defense Operational Solidifier II
31824,31825,10.0,Medium Core Defense Operational Solidifier II
31826,31827,40.0,Capital Core Defense Operational Solidifier II
32025,32026,5.0,Small Drone Control Range Augmentor I
32027,32028,10.0,Medium Drone Control Range Augmentor I
32029,32030,5.0,Small Drone Control Range Augmentor II
32031,32032,10.0,Medium Drone Control Range Augmentor II
32033,32034,5.0,Small Drone Durability Enhancer I
32035,32036,10.0,Medium Drone Durability Enhancer I
32037,32038,5.0,Small Drone Durability Enhancer II
32039,32040,10.0,Medium Drone Durability Enhancer II
32041,32042,5.0,Small Drone Mining Augmentor I
32043,32044,10.0,Medium Drone Mining Augmentor I
32045,32046,5.0,Small Drone Mining Augmentor II
32047,32048,10.0,Medium Drone Mining Augmentor II
32049,32050,5.0,Small Drone Repair Augmentor I
32051,32052,10.0,Medium Drone Repair Augmentor I
32053,32054,5.0,Small Drone Repair Augmentor II
32055,32056,10.0,Medium Drone Repair Augmentor II
32057,32058,5.0,Small Drone Speed Augmentor I
32059,32060,10.0,Medium Drone Speed Augmentor I
32061,32062,5.0,Small Drone Speed Augmentor II
32063,32064,10.0,Medium Drone Speed Augmentor II
32069,32070,5.0,Small Drone Scope Chip I
32071,32072,10.0,Medium Drone Scope Chip I
32073,32074,5.0,Small Drone Scope Chip II
32075,32076,10.0,Medium Drone Scope Chip II
32081,32082,5.0,Small Sentry Damage Augmentor I
32083,32084,10.0,Medium Sentry Damage Augmentor I
32085,32086,5.0,Small Sentry Damage Augmentor II
32087,32088,10.0,Medium Sentry Damage Augmentor II
32089,32090,5.0,Small Stasis Drone Augmentor I
32091,32092,10.0,Medium Stasis Drone Augmentor I
32093,32094,5.0,Small Stasis Drone Augmentor II
32095,32096,10.0,Medium Stasis Drone Augmentor II
32226,2737,5000.0,Territorial Claim Unit
32305,32306,486000.0,Armageddon Navy Issue
32307,32308,454500.0,Dominix Navy Issue
32309,32310,468000.0,Scorpion Navy Issue
32311,32312,414000.0,Typhoon Fleet Issue
32325,32326,1800.0,Cyclops I
32340,32341,1800.0,Malleus I
32342,32343,1800.0,Tyrfing I
32344,32345,1800.0,Mantis I
32422,34865,200000.0,Advanced Logistics Network
32436,32437,0.3,Scourge XL Cruise Missile
32438,32439,0.3,Nova XL Cruise Missile
32440,32441,0.3,Inferno XL Cruise Missile
32442,32443,0.3,Mjolnir XL Cruise Missile
32444,32445,4000.0,XL Cruise Missile Launcher I
32458,2735,60000.0,Infrastructure Hub
32772,32773,10.0,Medium Ancillary Shield Booster
32774,32775,5.0,Small Ancillary Shield Booster
32780,32781,50.0,X-Large Ancillary Shield Booster
32782,32783,0.015,Defender Missile I
32787,32982,5.0,Salvage Drone I
32788,32789,16500.0,Cambion
32790,32791,107000.0,Etana
